Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
space exploration,37,Aidarosgo,"5 space exploration  

with musks spacex leading the charge trump administration might foster a more businessfriendly space policy reducing red tape for private space enterprises this sector could see growth in satellite internet projects like starlink and space travel ",Sat Jan 25 12:58:07 +0000 2025,0,0,"['5', 'space', 'exploration', 'with', 'musks', 'spacex', 'leading', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reducing', 'red', 'tape', 'for', 'private', 'space', 'enterprises', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'projects', 'like', 'starlink', 'and', 'space', 'travel']","['5', 'space', 'exploration', 'with', 'musk', 'spacex', 'lead', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reduce', 'red', 'tape', 'for', 'private', 'space', 'enterprise', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'project', 'like', 'starlink', 'and', 'space', 'travel']",positive
healthcare,10,AnnaMaria Schadenfreude,bobebbop rasmusjarlov lorddrunkyson lmao yeah sure theyre dying to move to a country full of nasty bigots and a joke of a healthcare system,Sat Jan 25 14:36:35 +0000 2025,0,0,"['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'theyre', 'dying', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigots', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']","['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'they', 're', 'die', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigot', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']",negative
global economy,86,Joseph Richardson,rachel from accounts masquerading as britains chancellor has crashed the economy and our job prospects for the fourth month in a row employment in the private sector has shrunk indeed businesses are cutting jobs at the fastest pace since the global pandemic unbelievable,Sat Jan 25 13:10:01 +0000 2025,1,1,"['rachel', 'from', 'accounts', 'masquerading', 'as', 'britains', 'chancellor', 'has', 'crashed', 'the', 'economy', 'and', 'our', 'job', 'prospects', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'has', 'shrunk', 'indeed', 'businesses', 'are', 'cutting', 'jobs', 'at', 'the', 'fastest', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']","['rachel', 'from', 'account', 'masquerade', 'as', 'britain', 'chancellor', 'have', 'crash', 'the', 'economy', 'and', 'our', 'job', 'prospect', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'have', 'shrink', 'indeed', 'business', 'be', 'cut', 'job', 'at', 'the', 'fast', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']",negative
bitcoin,59,James Bond 007: Nightfire,otcbitcoin regent is a deepseek project,Sat Jan 25 14:23:16 +0000 2025,0,0,"['otcbitcoin', 'regent', 'is', 'a', 'deepseek', 'project']","['otcbitcoin', 'regent', 'be', 'a', 'deepseek', 'project']",neutral
artificial intelligence,10,MarketNews,"msft tevogen bio broadens relationship with microsoft to deepen artificial intelligence collaboration and develop predictcell technology on azure
",Sat Jan 25 14:10:06 +0000 2025,0,0,"['msft', 'tevogen', 'bio', 'broadens', 'relationship', 'with', 'microsoft', 'to', 'deepen', 'artificial', 'intelligence', 'collaboration', 'and', 'develop', 'predictcell', 'technology', 'on', 'azure']","['msft', 'tevogen', 'bio', 'broaden', 'relationship', 'with', 'microsoft', 'to', 'deepen', 'artificial', 'intelligence', 'collaboration', 'and', 'develop', 'predictcell', 'technology', 'on', 'azure']",positive
electric vehicles,75,Wareesha,electric vehicles evs now last as long as petrol and diesel alternatives  and their improving reliability outpaces fossil fuelpowered cars each year because the technology is still maturing ,Sat Jan 25 11:32:38 +0000 2025,1,4,"['electric', 'vehicles', 'evs', 'now', 'last', 'as', 'long', 'as', 'petrol', 'and', 'diesel', 'alternatives', 'and', 'their', 'improving', 'reliability', 'outpaces', 'fossil', 'fuelpowered', 'cars', 'each', 'year', 'because', 'the', 'technology', 'is', 'still', 'maturing']","['electric', 'vehicle', 'evs', 'now', 'last', 'as', 'long', 'as', 'petrol', 'and', 'diesel', 'alternative', 'and', 'their', 'improve', 'reliability', 'outpace', 'fossil', 'fuelpowere', 'car', 'each', 'year', 'because', 'the', 'technology', 'be', 'still', 'mature']",positive
artificial intelligence,34,Elebbit,the integration of artificial intelligence and machine learning in defi is a promising development as it can improve risk management and investment decisions,Sat Jan 25 14:01:18 +0000 2025,0,2,"['the', 'integration', 'of', 'artificial', 'intelligence', 'and', 'machine', 'learning', 'in', 'defi', 'is', 'a', 'promising', 'development', 'as', 'it', 'can', 'improve', 'risk', 'management', 'and', 'investment', 'decisions']","['the', 'integration', 'of', 'artificial', 'intelligence', 'and', 'machine', 'learning', 'in', 'defi', 'be', 'a', 'promising', 'development', 'as', 'it', 'can', 'improve', 'risk', 'management', 'and', 'investment', 'decision']",positive
healthcare,89,Doreen B,"samuelsweek your healthcare system is terrible
we dont want it",Sat Jan 25 14:32:30 +0000 2025,0,0,"['samuelsweek', 'your', 'healthcare', 'system', 'is', 'terrible', 'we', 'dont', 'want', 'it']","['samuelsweek', 'your', 'healthcare', 'system', 'be', 'terrible', 'we', 'do', 'not', 'want', 'it']",negative
healthcare,60,VisuFinance,"hca  hca healthcare reported fourthquarter earnings of 18285 billion surpassing analyst expectations with a net income of 1607 billion

read more on  ",Sat Jan 25 14:33:56 +0000 2025,0,0,"['hca', 'hca', 'healthcare', 'reported', 'fourthquarter', 'earnings', 'of', '18285', 'billion', 'surpassing', 'analyst', 'expectations', 'with', 'a', 'net', 'income', 'of', '1607', 'billion', 'read', 'more', 'on']","['hca', 'hca', 'healthcare', 'report', 'fourthquarter', 'earning', 'of', '18285', 'billion', 'surpass', 'analyst', 'expectation', 'with', 'a', 'net', 'income', 'of', '1607', 'billion', 'read', 'more', 'on']",positive
artificial intelligence,76,"Dano💎🙌 (🐓,🐓)🔺","i am a simple man all i want is

 avalanche to become the american hub of artificial intelligence amp crypto 

 coq to become the cultural hub of avalanche setting the gold standard for communityinnovation 1m holders amp 10 billy mc

 ket to a billy

bokbok  ",Sat Jan 25 13:47:34 +0000 2025,2,18,"['i', 'am', 'a', 'simple', 'man', 'all', 'i', 'want', 'is', 'avalanche', 'to', 'become', 'the', 'american', 'hub', 'of', 'artificial', 'intelligence', 'amp', 'crypto', 'coq', 'to', 'become', 'the', 'cultural', 'hub', 'of', 'avalanche', 'setting', 'the', 'gold', 'standard', 'for', 'communityinnovation', '1m', 'holders', 'amp', '10', 'billy', 'mc', 'ket', 'to', 'a', 'billy', 'bokbok']","['I', 'be', 'a', 'simple', 'man', 'all', 'I', 'want', 'be', 'avalanche', 'to', 'become', 'the', 'american', 'hub', 'of', 'artificial', 'intelligence', 'amp', 'crypto', 'coq', 'to', 'become', 'the', 'cultural', 'hub', 'of', 'avalanche', 'set', 'the', 'gold', 'standard', 'for', 'communityinnovation', '1', 'm', 'holder', 'amp', '10', 'billy', 'mc', 'ket', 'to', 'a', 'billy', 'bokbok']",neutral
climate change,3,DI,harparr1 shes leaving the countryand the wildfires were set and had nothing to do with climate change,Sat Jan 25 14:22:13 +0000 2025,0,0,"['harparr1', 'shes', 'leaving', 'the', 'countryand', 'the', 'wildfires', 'were', 'set', 'and', 'had', 'nothing', 'to', 'do', 'with', 'climate', 'change']","['harparr1', 'she', 's', 'leave', 'the', 'countryand', 'the', 'wildfire', 'be', 'set', 'and', 'have', 'nothing', 'to', 'do', 'with', 'climate', 'change']",negative
electric vehicles,57,Youngho Park,"the rivian ceo is right if the trump administration is happy to roll back electric vehicle subsidies and allow legacy internal combustion engine vehicles to extend their market dominance then all they will be left with is a tsunami of corporate liquidation

 ceo ",Sat Jan 25 12:10:59 +0000 2025,0,0,"['the', 'rivian', 'ceo', 'is', 'right', 'if', 'the', 'trump', 'administration', 'is', 'happy', 'to', 'roll', 'back', 'electric', 'vehicle', 'subsidies', 'and', 'allow', 'legacy', 'internal', 'combustion', 'engine', 'vehicles', 'to', 'extend', 'their', 'market', 'dominance', 'then', 'all', 'they', 'will', 'be', 'left', 'with', 'is', 'a', 'tsunami', 'of', 'corporate', 'liquidation', 'ceo']","['the', 'rivian', 'ceo', 'be', 'right', 'if', 'the', 'trump', 'administration', 'be', 'happy', 'to', 'roll', 'back', 'electric', 'vehicle', 'subsidy', 'and', 'allow', 'legacy', 'internal', 'combustion', 'engine', 'vehicle', 'to', 'extend', 'their', 'market', 'dominance', 'then', 'all', 'they', 'will', 'be', 'leave', 'with', 'be', 'a', 'tsunami', 'of', 'corporate', 'liquidation', 'ceo']",negative
climate change,28,Rofia Nadeem," this is not a drill climate change isnt comingits here  floods droughts wildfiresits chaos everywhere either we unite to save our planet now or kiss it goodbye we are the solution lets go 
cmclimateinternship
youthforsustainability
greenpunjabvision",Sat Jan 25 14:19:05 +0000 2025,0,0,"['this', 'is', 'not', 'a', 'drill', 'climate', 'change', 'isnt', 'comingits', 'here', 'floods', 'droughts', 'wildfiresits', 'chaos', 'everywhere', 'either', 'we', 'unite', 'to', 'save', 'our', 'planet', 'now', 'or', 'kiss', 'it', 'goodbye', 'we', 'are', 'the', 'solution', 'lets', 'go', 'cmclimateinternship', 'youthforsustainability', 'greenpunjabvision']","['this', 'be', 'not', 'a', 'drill', 'climate', 'change', 'be', 'not', 'comingit', 'here', 'flood', 'drought', 'wildfiresit', 'chaos', 'everywhere', 'either', 'we', 'unite', 'to', 'save', 'our', 'planet', 'now', 'or', 'kiss', 'it', 'goodbye', 'we', 'be', 'the', 'solution', 'let', 'go', 'cmclimateinternship', 'youthforsustainability', 'greenpunjabvision']",neutral
space exploration,12,Pierre LAIGNEL,"transforming space exploration chinas astronauts achieve artificial photosynthesis in orbit converting co2 into oxygen and fuel a groundbreaking step towards sustainable missions and reduced reliance on earths resources
 ",Sat Jan 25 14:01:09 +0000 2025,0,0,"['transforming', 'space', 'exploration', 'chinas', 'astronauts', 'achieve', 'artificial', 'photosynthesis', 'in', 'orbit', 'converting', 'co2', 'into', 'oxygen', 'and', 'fuel', 'a', 'groundbreaking', 'step', 'towards', 'sustainable', 'missions', 'and', 'reduced', 'reliance', 'on', 'earths', 'resources']","['transform', 'space', 'exploration', 'china', 'astronaut', 'achieve', 'artificial', 'photosynthesis', 'in', 'orbit', 'convert', 'co2', 'into', 'oxygen', 'and', 'fuel', 'a', 'groundbreaking', 'step', 'towards', 'sustainable', 'mission', 'and', 'reduce', 'reliance', 'on', 'earth', 'resource']",positive
global economy,63,Derek Selina,cryptocurrency is making it possible for everyone to participate in the global economy,Sat Jan 25 13:31:55 +0000 2025,0,0,"['cryptocurrency', 'is', 'making', 'it', 'possible', 'for', 'everyone', 'to', 'participate', 'in', 'the', 'global', 'economy']","['cryptocurrency', 'be', 'make', 'it', 'possible', 'for', 'everyone', 'to', 'participate', 'in', 'the', 'global', 'economy']",positive
climate change,23,michele taylor,alphafox78 its about time all they do is steal our money for their fake climate change agenda we spend the most money out of any country and get nothing meanwhile our country has natural disasters and we dont have money for and the people are sleeping in 20 weather,Sat Jan 25 14:19:14 +0000 2025,0,0,"['alphafox78', 'its', 'about', 'time', 'all', 'they', 'do', 'is', 'steal', 'our', 'money', 'for', 'their', 'fake', 'climate', 'change', 'agenda', 'we', 'spend', 'the', 'most', 'money', 'out', 'of', 'any', 'country', 'and', 'get', 'nothing', 'meanwhile', 'our', 'country', 'has', 'natural', 'disasters', 'and', 'we', 'dont', 'have', 'money', 'for', 'and', 'the', 'people', 'are', 'sleeping', 'in', '20', 'weather']","['alphafox78', 'its', 'about', 'time', 'all', 'they', 'do', 'be', 'steal', 'our', 'money', 'for', 'their', 'fake', 'climate', 'change', 'agenda', 'we', 'spend', 'the', 'most', 'money', 'out', 'of', 'any', 'country', 'and', 'get', 'nothing', 'meanwhile', 'our', 'country', 'have', 'natural', 'disaster', 'and', 'we', 'do', 'not', 'have', 'money', 'for', 'and', 'the', 'people', 'be', 'sleep', 'in', '20', 'weather']",neutral
machine learning,9,Morph AI,leveraging quantum computing to enhance machine learning capabilities is revolutionizing ai algorithms these quantum ai algorithms show promise in solving complex problems faster and more efficiently quantumcomputing ai algorithms,Sat Jan 25 14:13:10 +0000 2025,0,0,"['leveraging', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capabilities', 'is', 'revolutionizing', 'ai', 'algorithms', 'these', 'quantum', 'ai', 'algorithms', 'show', 'promise', 'in', 'solving', 'complex', 'problems', 'faster', 'and', 'more', 'efficiently', 'quantumcomputing', 'ai', 'algorithms']","['leverage', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capability', 'be', 'revolutionize', 'ai', 'algorithm', 'these', 'quantum', 'ai', 'algorithm', 'show', 'promise', 'in', 'solve', 'complex', 'problem', 'fast', 'and', 'more', 'efficiently', 'quantumcompute', 'ai', 'algorithm']",positive
machine learning,67,Quantum Machine Learning Scientist,intelligentmaa nationafrica the whole reason that kenyans are poor amp have no jobs is bc of govt taxing amp spending to infinity which destroys jobs entrepreneurship amp the wealth of a nation where people are not allowed to save amp keep their money its idiotic to suggest that more govt will solve this,Sat Jan 25 13:19:05 +0000 2025,0,0,"['intelligentmaa', 'nationafrica', 'the', 'whole', 'reason', 'that', 'kenyans', 'are', 'poor', 'amp', 'have', 'no', 'jobs', 'is', 'bc', 'of', 'govt', 'taxing', 'amp', 'spending', 'to', 'infinity', 'which', 'destroys', 'jobs', 'entrepreneurship', 'amp', 'the', 'wealth', 'of', 'a', 'nation', 'where', 'people', 'are', 'not', 'allowed', 'to', 'save', 'amp', 'keep', 'their', 'money', 'its', 'idiotic', 'to', 'suggest', 'that', 'more', 'govt', 'will', 'solve', 'this']","['intelligentmaa', 'nationafrica', 'the', 'whole', 'reason', 'that', 'kenyan', 'be', 'poor', 'amp', 'have', 'no', 'job', 'be', 'bc', 'of', 'govt', 'tax', 'amp', 'spending', 'to', 'infinity', 'which', 'destroy', 'job', 'entrepreneurship', 'amp', 'the', 'wealth', 'of', 'a', 'nation', 'where', 'people', 'be', 'not', 'allow', 'to', 'save', 'amp', 'keep', 'their', 'money', 'its', 'idiotic', 'to', 'suggest', 'that', 'more', 'govt', 'will', 'solve', 'this']",negative
healthcare,89,Doreen B,"samuelsweek your healthcare system is terrible
we dont want it",Sat Jan 25 14:32:30 +0000 2025,0,0,"['samuelsweek', 'your', 'healthcare', 'system', 'is', 'terrible', 'we', 'dont', 'want', 'it']","['samuelsweek', 'your', 'healthcare', 'system', 'be', 'terrible', 'we', 'do', 'not', 'want', 'it']",negative
global economy,45,Penny2,bub4756 pre covid i had another site google censored  and yes there was definitely something going on in the global economy there was information id posted there that suggested big trouble going to finish reading and get back to you,Sat Jan 25 13:45:22 +0000 2025,0,0,"['bub4756', 'pre', 'covid', 'i', 'had', 'another', 'site', 'google', 'censored', 'and', 'yes', 'there', 'was', 'definitely', 'something', 'going', 'on', 'in', 'the', 'global', 'economy', 'there', 'was', 'information', 'id', 'posted', 'there', 'that', 'suggested', 'big', 'trouble', 'going', 'to', 'finish', 'reading', 'and', 'get', 'back', 'to', 'you']","['bub4756', 'pre', 'covid', 'I', 'have', 'another', 'site', 'google', 'censor', 'and', 'yes', 'there', 'be', 'definitely', 'something', 'go', 'on', 'in', 'the', 'global', 'economy', 'there', 'be', 'information', 'I', 'd', 'post', 'there', 'that', 'suggest', 'big', 'trouble', 'go', 'to', 'finish', 'reading', 'and', 'get', 'back', 'to', 'you']",negative
electric vehicles,40,Pure Science 🔭🔬🧪🚀🧬🦖,"electric cars now outlast gas vehicles landmark study shows science technologyandengineering automotivetechnology electricvehicles evs sustainability  
",Sat Jan 25 12:49:38 +0000 2025,0,0,"['electric', 'cars', 'now', 'outlast', 'gas', 'vehicles', 'landmark', 'study', 'shows', 'science', 'technologyandengineering', 'automotivetechnology', 'electricvehicles', 'evs', 'sustainability']","['electric', 'car', 'now', 'outlast', 'gas', 'vehicle', 'landmark', 'study', 'show', 'science', 'technologyandengineere', 'automotivetechnology', 'electricvehicle', 'evs', 'sustainability']",neutral
